"speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3"
"LHB","구더리","","","고유어3","1","","","부산",20,"여",3,"ㄱ","ㅜ","","ㄷ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","복쑹아","","","고유어3","1","","LLH","부산",20,"여",3,"ㅂ","ㅗ","ㄱ","ㅆ","ㅜ","ㅇ","ㅇ","ㅏ","","","","","평파열음_평파찰음","sg","폐음절_평파열음","마찰음","sg","폐음절_공명자음","공명음","sg","개음절","","",""
"LHB","마지막","","","고유어3","1","","LLH","부산",20,"여",3,"ㅁ","ㅏ","","ㅈ","ㅣ","","ㅁ","ㅏ","ㄱ","","","","공명음","sg","개음절","평파열음_평파찰음","","개음절","공명음","sg","폐음절_평파열음","","",""
"LHB","다슬기","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅏ","","ㅅ","ㅡ","ㄹ","ㄱ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","마찰음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"LHB","가운데","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅏ","","ㅇ","ㅜ","ㄴ","ㄷ","ㅔ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","","",""
"LHB","그림자","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅡ","","ㄹ","ㅣ","ㅁ","ㅈ","ㅏ","","","","","평파열음_평파찰음","sg","개음절","공명음","","폐음절_공명자음","평파열음_평파찰음","sg","개음절","","",""
"LHB","도다리","","","고유어3","1","","HLL","부산",20,"여",3,"ㄷ","ㅗ","","ㄷ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","고양이","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅗ","","ㅇ","ㅑ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","dp","폐음절_공명자음","공명음","","개음절","","",""
"LHB","심부름","","","고유어3","1","","LLH","부산",20,"여",3,"ㅅ","ㅣ","ㅁ","ㅂ","ㅜ","","ㄹ","ㅡ","ㅁ","","","","마찰음","","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","노가리","","","고유어3","1","","","부산",20,"여",3,"ㄴ","ㅗ","","ㄱ","ㅏ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","아궁이","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅏ","","ㄱ","ㅜ","ㅇ","ㅇ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","포대기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅍ","ㅗ","","ㄷ","ㅐ","","ㄱ","ㅣ","","","","","유기음_경음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","두데기","","","고유어3","1","","","부산",20,"여",3,"ㄷ","ㅜ","","ㄷ","ㅔ","","ㄱ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","허벅지","","","고유어3","1","","LHL","부산",20,"여",3,"ㅎ","ㅓ","","ㅂ","ㅓ","ㄱ","ㅈ","ㅣ","","","","","마찰음","sg","개음절","평파열음_평파찰음","sg","폐음절_평파열음","평파열음_평파찰음","","개음절","","",""
"LHB","지렁이","","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅣ","","ㄹ","ㅓ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","","개음절","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","할머니","","","고유어3","1","","HHL","부산",20,"여",3,"ㅎ","ㅏ","ㄹ","ㅁ","ㅓ","","ㄴ","ㅣ","","","","","마찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","소나기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅅ","ㅗ","","ㄴ","ㅏ","","ㄱ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","달팽이","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅏ","ㄹ","ㅍ","ㅐ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","모퉁이","","","고유어3","1","","LHL","부산",20,"여",3,"ㅁ","ㅗ","","ㅌ","ㅜ","ㅇ","ㅇ","ㅣ","","","","","공명음","sg","개음절","유기음_경음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","모팅이","~","","고유어3","1","","","부산",20,"여",3,"ㅁ","ㅗ","","ㅌ","ㅣ","ㅇ","ㅇ","ㅣ","","","","","공명음","sg","개음절","유기음_경음","","폐음절_공명자음","공명음","","개음절","","",""
"LHB","광주리","","","고유어3","1","","","부산",20,"여",3,"ㄱ","ㅘ","ㅇ","ㅈ","ㅜ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","dp","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","두더지","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅜ","","ㄷ","ㅓ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","꾸지람","","","고유어3","1","","LLH","부산",20,"여",3,"ㄲ","ㅜ","","ㅈ","ㅣ","","ㄹ","ㅏ","ㅁ","","","","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","쭉쩡이","","","고유어3","1","","","부산",20,"여",3,"ㅉ","ㅜ","ㄱ","ㅉ","ㅓ","ㅇ","ㅇ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","쭉떼기","","","고유어3","1","","","부산",20,"여",3,"ㅉ","ㅜ","ㄱ","ㄸ","ㅔ","","ㄱ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","송사리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅅ","ㅗ","ㅇ","ㅅ","ㅏ","","ㄹ","ㅣ","","","","","마찰음","sg","폐음절_공명자음","마찰음","sg","개음절","공명음","","개음절","","",""
"LHB","누룽지","","","고유어3","1","","LHL","부산",20,"여",3,"ㄴ","ㅜ","","ㄹ","ㅜ","ㅇ","ㅈ","ㅣ","","","","","공명음","sg","개음절","공명음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"LHB","여드레","","","고유어3","1","","","부산",20,"여",3,"ㅇ","ㅕ","","ㄷ","ㅡ","","ㄹ","ㅔ","","","","","공명음","dp","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","","",""
"LHB","아가리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅏ","","ㄱ","ㅏ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","두루미","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅜ","","ㄹ","ㅜ","","ㅁ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","갈고리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅏ","ㄹ","ㄱ","ㅗ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","기지개","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅣ","","ㅈ","ㅣ","","ㄱ","ㅐ","","","","","평파열음_평파찰음","","개음절","평파열음_평파찰음","","개음절","평파열음_평파찰음","sg","개음절","","",""
"LHB","마누라","","","고유어3","1","","LLH","부산",20,"여",3,"ㅁ","ㅏ","","ㄴ","ㅜ","","ㄹ","ㅏ","","","","","공명음","sg","개음절","공명음","sg","개음절","공명음","sg","개음절","","",""
"LHB","회초리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅎ","ㅚ","","ㅊ","ㅗ","","ㄹ","ㅣ","","","","","마찰음","dp","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","메차리","","","고유어3","1","","","부산",20,"여",3,"ㅁ","ㅔ","","ㅊ","ㅏ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","기러기","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅣ","","ㄹ","ㅓ","","ㄱ","ㅣ","","","","","평파열음_평파찰음","","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","두꺼비","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅜ","","ㄲ","ㅓ","","ㅂ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","아흐레","","","고유어3","1","","","부산",20,"여",3,"ㅇ","ㅏ","","ㅎ","ㅡ","","ㄹ","ㅔ","","","","","공명음","sg","개음절","마찰음","sg","개음절","공명음","sg","개음절","","",""
"LHB","이파리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅣ","","ㅍ","ㅏ","","ㄹ","ㅣ","","","","","공명음","","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","미나리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅁ","ㅣ","","ㄴ","ㅏ","","ㄹ","ㅣ","","","","","공명음","","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","부뚜막","","","고유어3","1","","LLH","부산",20,"여",3,"ㅂ","ㅜ","","ㄸ","ㅜ","","ㅁ","ㅏ","ㄱ","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","공명음","sg","폐음절_평파열음","","",""
"LHB","코다리","","","고유어3","1","","HHL","부산",20,"여",3,"ㅋ","ㅗ","","ㄷ","ㅏ","","ㄹ","ㅣ","","","","","유기음_경음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","에누리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅔ","","ㄴ","ㅜ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","방앋깐","","","고유어3","1","","LLH","부산",20,"여",3,"ㅂ","ㅏ","ㅇ","ㅇ","ㅏ","ㄷ","ㄲ","ㅏ","ㄴ","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","폐음절_평파열음","유기음_경음","sg","폐음절_공명자음","","",""
"LHB","쓰레기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅆ","ㅡ","","ㄹ","ㅔ","","ㄱ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","나머지","","","고유어3","1","","LHL","부산",20,"여",3,"ㄴ","ㅏ","","ㅁ","ㅓ","","ㅈ","ㅣ","","","","","공명음","sg","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","풍뎅이","","","고유어3","1","","LHL","부산",20,"여",3,"ㅍ","ㅜ","ㅇ","ㄷ","ㅔ","ㅇ","ㅇ","ㅣ","","","","","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","수세미","","","고유어3","1","","LHL","부산",20,"여",3,"ㅅ","ㅜ","","ㅅ","ㅔ","","ㅁ","ㅣ","","","","","마찰음","sg","개음절","마찰음","sg","개음절","공명음","","개음절","","",""
"LHB","덩어리","","","고유어3","1","","","부산",20,"여",3,"ㄷ","ㅓ","ㅇ","ㅇ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","깽가리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄲ","ㅐ","ㅇ","ㄱ","ㅏ","","ㄹ","ㅣ","","","","","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","너구리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄴ","ㅓ","","ㄱ","ㅜ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","짝때기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅉ","ㅏ","ㄱ","ㄸ","ㅐ","","ㄱ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","바구니","","","고유어3","1","","LHL","부산",20,"여",3,"ㅂ","ㅏ","","ㄱ","ㅜ","","ㄴ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","원숭이","","","고유어3","1","","LLH","부산",20,"여",3,"ㅇ","ㅝ","ㄴ","ㅅ","ㅜ","ㅇ","ㅇ","ㅣ","","","","","공명음","dp","폐음절_공명자음","마찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","여드름","","","고유어3","1","","LLH","부산",20,"여",3,"ㅇ","ㅕ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","공명음","dp","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","이드름","","","고유어3","1","","","부산",20,"여",3,"ㅇ","ㅣ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","공명음","","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","며느리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅁ","ㅕ","","ㄴ","ㅡ","","ㄹ","ㅣ","","","","","공명음","dp","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","보조개","","","고유어3","1","","LHL","부산",20,"여",3,"ㅂ","ㅗ","","ㅈ","ㅗ","","ㄱ","ㅐ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","","",""
"LHB","사투리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅅ","ㅏ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","마찰음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","껍떼기","","","고유어3","1","","LHL","부산",20,"여",3,"ㄲ","ㅓ","ㅂ","ㄸ","ㅔ","","ㄱ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","사다리","","","고유어3","1","","LLH","부산",20,"여",3,"ㅅ","ㅏ","","ㄷ","ㅏ","","ㄹ","ㅣ","","","","","마찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","짜투리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅉ","ㅏ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","도라지","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅗ","","ㄹ","ㅏ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","곰팡이","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅗ","ㅁ","ㅍ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","도깨비","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅗ","","ㄲ","ㅐ","","ㅂ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","벌거지","","","고유어3","1","","","부산",20,"여",3,"ㅂ","ㅓ","ㄹ","ㄱ","ㅓ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","굼벵이","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅜ","ㅁ","ㅂ","ㅔ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","오징어","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅗ","","ㅈ","ㅣ","ㅇ","ㅇ","ㅓ","","","","","공명음","sg","개음절","평파열음_평파찰음","","폐음절_공명자음","공명음","sg","개음절","","",""
"LHB","종아리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅗ","ㅇ","ㅇ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","마무리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅁ","ㅏ","","ㅁ","ㅜ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","달구지","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅏ","ㄹ","ㄱ","ㅜ","","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","산딸기","","","고유어3","","","HLL","부산",20,"여",3,"ㅅ","ㅏ","ㄴ","ㄸ","ㅏ","ㄹ","ㄱ","ㅣ","","","","","마찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"LHB","쪽쩨비","","","고유어3","1","","LHL","부산",20,"여",3,"ㅉ","ㅗ","ㄱ","ㅉ","ㅔ","","ㅂ","ㅣ","","","","","유기음_경음","sg","폐음절_평파열음","유기음_경음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","방망이","","","고유어3","1","","","부산",20,"여",3,"ㅂ","ㅏ","ㅇ","ㅁ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","방맹이","~","","고유어3","1","","LHL","부산",20,"여",3,"ㅂ","ㅏ","ㅇ","ㅁ","ㅐ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","뾰루지","","","고유어3","1","","LHL","부산",20,"여",3,"ㅃ","ㅛ","","ㄹ","ㅜ","","ㅈ","ㅣ","","","","","유기음_경음","dp","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","비둘기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅂ","ㅣ","","ㄷ","ㅜ","ㄹ","ㄱ","ㅣ","","","","","평파열음_평파찰음","","개음절","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"LHB","건데기","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅓ","ㄴ","ㄷ","ㅔ","","ㄱ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","저고리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅓ","","ㄱ","ㅗ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","궁뎅이","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅜ","ㅇ","ㄷ","ㅔ","ㅇ","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","난쟁이","","","고유어3","1","","LHL","부산",20,"여",3,"ㄴ","ㅏ","ㄴ","ㅈ","ㅐ","ㅇ","ㅇ","ㅣ","","","","","공명음","sg","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","개구리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅐ","","ㄱ","ㅜ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","인절미","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅣ","ㄴ","ㅈ","ㅓ","ㄹ","ㅁ","ㅣ","","","","","공명음","","폐음절_공명자음","평파열음_평파찰음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","거드름","","","고유어3","1","","","부산",20,"여",3,"ㄱ","ㅓ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","도토리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅗ","","ㅌ","ㅗ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","가마솥","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅏ","","ㅁ","ㅏ","","ㅅ","ㅗ","ㅌ","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","마찰음","sg","폐음절_평파열음","","",""
"LHB","거머리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅓ","","ㅁ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","거무리","","","고유어3","1","","","부산",20,"여",3,"ㄱ","ㅓ","","ㅁ","ㅜ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","고드름","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅗ","","ㄷ","ㅡ","","ㄹ","ㅡ","ㅁ","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","","",""
"LHB","꼬투리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄲ","ㅗ","","ㅌ","ㅜ","","ㄹ","ㅣ","","","","","유기음_경음","sg","개음절","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","시래기","","","고유어3","1","","LHL","부산",20,"여",3,"ㅅ","ㅣ","","ㄹ","ㅐ","","ㄱ","ㅣ","","","","","마찰음","","개음절","공명음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","서까래","","","고유어3","1","","","부산",20,"여",3,"ㅅ","ㅓ","","ㄲ","ㅏ","","ㄹ","ㅐ","","","","","마찰음","sg","개음절","유기음_경음","sg","개음절","공명음","sg","개음절","","",""
"LHB","장딴지","","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅏ","ㅇ","ㄸ","ㅏ","ㄴ","ㅈ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","유기음_경음","sg","폐음절_공명자음","평파열음_평파찰음","","개음절","","",""
"LHB","호랑이","","","고유어3","1","","LLH","부산",20,"여",3,"ㅎ","ㅗ","","ㄹ","ㅏ","ㅇ","ㅇ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","폐음절_공명자음","공명음","","개음절","","",""
"LHB","호래이","~","","고유어3","1","","","부산",20,"여",3,"ㅎ","ㅗ","","ㄹ","ㅐ","","ㅇ","ㅣ","","","","","마찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","가르마","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅏ","","ㄹ","ㅡ","","ㅁ","ㅏ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","sg","개음절","","",""
"LHB","벙어리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅂ","ㅓ","ㅇ","ㅇ","ㅓ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","잠자리","insect","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅏ","ㅁ","ㅈ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","폐음절_공명자음","평파열음_평파찰음","sg","개음절","공명음","","개음절","","",""
"LHB","주머니","","","고유어3","1","","LHL","부산",20,"여",3,"ㅈ","ㅜ","","ㅁ","ㅓ","","ㄴ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","주무이","~","","고유어3","1","","","부산",20,"여",3,"ㅈ","ㅜ","","ㅁ","ㅜ","","ㅇ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","","개음절","","",""
"LHB","울타리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅇ","ㅜ","ㄹ","ㅌ","ㅏ","","ㄹ","ㅣ","","","","","공명음","sg","폐음절_공명자음","유기음_경음","sg","개음절","공명음","","개음절","","",""
"LHB","누더기","","","고유어3","1","","LHL","부산",20,"여",3,"ㄴ","ㅜ","","ㄷ","ㅓ","","ㄱ","ㅣ","","","","","공명음","sg","개음절","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","","개음절","","",""
"LHB","가물치","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅏ","","ㅁ","ㅜ","ㄹ","ㅊ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","폐음절_공명자음","유기음_경음","","개음절","","",""
"LHB","고구마","","","고유어3","1","","LLH","부산",20,"여",3,"ㄱ","ㅗ","","ㄱ","ㅜ","","ㅁ","ㅏ","","","","","평파열음_평파찰음","sg","개음절","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","","",""
"LHB","고오매","","","고유어3","1","","","부산",20,"여",3,"ㄱ","ㅗ","","ㅇ","ㅗ","","ㅁ","ㅐ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","공명음","sg","개음절","","",""
"LHB","고사리","","","고유어3","1","","LHL","부산",20,"여",3,"ㄱ","ㅗ","","ㅅ","ㅏ","","ㄹ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","마찰음","sg","개음절","공명음","","개음절","","",""
"LHB","다래끼","","","고유어3","1","","LHL","부산",20,"여",3,"ㄷ","ㅏ","","ㄹ","ㅐ","","ㄲ","ㅣ","","","","","평파열음_평파찰음","sg","개음절","공명음","sg","개음절","유기음_경음","","개음절","","",""
"LHB","모서리","","","고유어3","1","","LHL","부산",20,"여",3,"ㅁ","ㅗ","","ㅅ","ㅓ","","ㄹ","ㅣ","","","","","공명음","sg","개음절","마찰음","sg","개음절","공명음","","개음절","","",""
