"speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3","Wz","w1","w2","w3","w4","W3","W2","w1f","w2f","w3f","w4f","weight","weigth_comb","weigth_comb2","weigth_comb3","weigth_comb4"
"JBS","프라이드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅡ","","ㄹ","ㅏ","","ㅇ","ㅣ","","ㄷ","ㅡ","","tsasp","sg","light","son","sg","light","son","","light","lax","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","헬리콥터","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅎ","ㅔ","ㄹ","ㄹ","ㅣ","","ㅋ","ㅗ","ㅂ","ㅌ","ㅓ","","fri","sg","son","son","","light","tsasp","sg","obs","tsasp","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","코스모스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅗ","","ㅅ","ㅡ","","ㅁ","ㅗ","","ㅅ","ㅡ","","tsasp","sg","light","fri","sg","light","son","sg","light","fri","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","아이보리","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅇ","ㅣ","","ㅂ","ㅗ","","ㄹ","ㅣ","","son","sg","light","son","","light","lax","sg","light","son","","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","인테리어","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅣ","ㄴ","ㅌ","ㅔ","","ㄹ","ㅣ","","ㅇ","ㅓ","","son","","son","tsasp","sg","light","son","","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","모더니즘","","","외래어4","1","","","부산",60,"여",4,"ㅁ","ㅗ","","ㄷ","ㅓ","","ㄴ","ㅣ","","ㅈ","ㅡ","ㅁ","son","sg","light","lax","sg","light","son","","light","lax","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","악쎄사리","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","ㄱ","ㅆ","ㅔ","","ㅅ","ㅏ","","ㄹ","ㅣ","","son","sg","obs","fri","sg","light","fri","sg","light","son","","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","배드민턴","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅐ","","ㄷ","ㅡ","","ㅁ","ㅣ","ㄴ","ㅌ","ㅓ","ㄴ","lax","sg","light","lax","sg","light","son","","son","tsasp","sg","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","크레파스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅡ","","ㄹ","ㅔ","","ㅍ","ㅏ","","ㅅ","ㅡ","","tsasp","sg","light","son","sg","light","tsasp","sg","light","fri","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","이탈리아","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅣ","","ㅌ","ㅏ","ㄹ","ㄹ","ㅣ","","ㅇ","ㅏ","","son","","light","tsasp","sg","son","son","","light","son","sg","light","0100",0,1,0,0,"010","01","light","heavy","light","light",3,"light-heavy-light","light-heavy","X-heavy-light","light-heavy-light-light"
"JBS","카멜레온","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅏ","","ㅁ","ㅔ","ㄹ","ㄹ","ㅔ","","ㅇ","ㅗ","ㄴ","tsasp","sg","light","son","sg","son","son","sg","light","son","sg","son","0101",0,1,0,1,"010","01","light","heavy","light","heavy",3,"light-heavy-light","light-heavy","X-heavy-light","light-heavy-light-heavy"
"JBS","피라미드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅣ","","ㄹ","ㅏ","","ㅁ","ㅣ","","ㄷ","ㅡ","","tsasp","","light","son","sg","light","son","","light","lax","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","옥쓰포드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅗ","ㄱ","ㅆ","ㅡ","","ㅍ","ㅗ","","ㄷ","ㅡ","","son","sg","obs","fri","sg","light","tsasp","sg","light","lax","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","퍼레이드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅓ","","ㄹ","ㅔ","","ㅇ","ㅣ","","ㄷ","ㅡ","","tsasp","sg","light","son","sg","light","son","","light","lax","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","토너먼트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅌ","ㅗ","","ㄴ","ㅓ","","ㅁ","ㅓ","ㄴ","ㅌ","ㅡ","","tsasp","sg","light","son","sg","light","son","sg","son","tsasp","sg","light","0010",0,0,1,0,"001","00","light","light","heavy","light",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-light"
"JBS","모자이크","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅁ","ㅗ","","ㅈ","ㅏ","","ㅇ","ㅣ","","ㅋ","ㅡ","","son","sg","light","lax","sg","light","son","","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","파파라치","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅏ","","ㅍ","ㅏ","","ㄹ","ㅏ","","ㅊ","ㅣ","","tsasp","sg","light","tsasp","sg","light","son","sg","light","tsasp","","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","칸타빌레","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅏ","ㄴ","ㅌ","ㅏ","","ㅂ","ㅣ","ㄹ","ㄹ","ㅔ","","tsasp","sg","son","tsasp","sg","light","lax","","son","son","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","브레이크","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅡ","","ㄹ","ㅔ","","ㅇ","ㅣ","","ㅋ","ㅡ","","lax","sg","light","son","sg","light","son","","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","마스코트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅁ","ㅏ","","ㅅ","ㅡ","","ㅋ","ㅗ","","ㅌ","ㅡ","","son","sg","light","fri","sg","light","tsasp","sg","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","디자이너","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄷ","ㅣ","","ㅈ","ㅏ","","ㅇ","ㅣ","","ㄴ","ㅓ","","lax","","light","lax","sg","light","son","","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","스트레스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅌ","ㅡ","","ㄹ","ㅔ","","ㅅ","ㅡ","","fri","sg","light","tsasp","sg","light","son","sg","light","fri","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","플라멩고","","","외래어4","1","","","부산",60,"여",4,"ㅍ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅁ","ㅔ","ㅇ","ㄱ","ㅗ","","tsasp","sg","son","son","sg","light","son","sg","son","lax","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","아킬레스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅋ","ㅣ","ㄹ","ㄹ","ㅔ","","ㅅ","ㅡ","","son","sg","light","tsasp","","son","son","sg","light","fri","sg","light","0100",0,1,0,0,"010","01","light","heavy","light","light",3,"light-heavy-light","light-heavy","X-heavy-light","light-heavy-light-light"
"JBS","함부르크","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅎ","ㅏ","ㅁ","ㅂ","ㅜ","","ㄹ","ㅡ","","ㅋ","ㅡ","","fri","sg","son","lax","sg","light","son","sg","light","tsasp","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","아마추어","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅁ","ㅏ","","ㅊ","ㅜ","","ㅇ","ㅓ","","son","sg","light","son","sg","light","tsasp","sg","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","신데렐라","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅅ","ㅣ","ㄴ","ㄷ","ㅔ","","ㄹ","ㅔ","ㄹ","ㄹ","ㅏ","","fri","","son","lax","sg","light","son","sg","son","son","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","파키스탄","","","외래어4","1","","LLLH","부산",60,"여",4,"ㅍ","ㅏ","","ㅋ","ㅣ","","ㅅ","ㅡ","","ㅌ","ㅏ","ㄴ","tsasp","sg","light","tsasp","","light","fri","sg","light","tsasp","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","컨베이어","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅓ","ㄴ","ㅂ","ㅔ","","ㅇ","ㅣ","","ㅇ","ㅓ","","tsasp","sg","son","lax","sg","light","son","","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","아코디온","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅋ","ㅗ","","ㄷ","ㅣ","","ㅇ","ㅗ","ㄴ","son","sg","light","tsasp","sg","light","lax","","light","son","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","피노키오","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅣ","","ㄴ","ㅗ","","ㅋ","ㅣ","","ㅇ","ㅗ","","tsasp","","light","son","sg","light","tsasp","","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","스케이트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅋ","ㅔ","","ㅇ","ㅣ","","ㅌ","ㅡ","","fri","sg","light","tsasp","sg","light","son","","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","미스테리","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅁ","ㅣ","","ㅅ","ㅡ","","ㅌ","ㅔ","","ㄹ","ㅣ","","son","","light","fri","sg","light","tsasp","sg","light","son","","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","앙케이트","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅇ","ㅏ","ㅇ","ㅋ","ㅔ","","ㅇ","ㅣ","","ㅌ","ㅡ","","son","sg","son","tsasp","sg","light","son","","light","tsasp","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","아카시아","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅋ","ㅏ","","ㅅ","ㅣ","","ㅇ","ㅏ","","son","sg","light","tsasp","sg","light","fri","","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","아프리카","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅍ","ㅡ","","ㄹ","ㅣ","","ㅋ","ㅏ","","son","sg","light","tsasp","sg","light","son","","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","마이너스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅁ","ㅏ","","ㅇ","ㅣ","","ㄴ","ㅓ","","ㅅ","ㅡ","","son","sg","light","son","","light","son","sg","light","fri","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","히스테리","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅎ","ㅣ","","ㅅ","ㅡ","","ㅌ","ㅔ","","ㄹ","ㅣ","","fri","","light","fri","sg","light","tsasp","sg","light","son","","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","센세이션","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅅ","ㅔ","ㄴ","ㅅ","ㅔ","","ㅇ","ㅣ","","ㅅ","ㅕ","ㄴ","fri","sg","son","fri","sg","light","son","","light","fri","dp","son","1001",1,0,0,1,"100","10","heavy","light","light","heavy",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-heavy"
"JBS","소프라노","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅗ","","ㅍ","ㅡ","","ㄹ","ㅏ","","ㄴ","ㅗ","","fri","sg","light","tsasp","sg","light","son","sg","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","호스피스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅎ","ㅗ","","ㅅ","ㅡ","","ㅍ","ㅣ","","ㅅ","ㅡ","","fri","sg","light","fri","sg","light","tsasp","","light","fri","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","프로그램","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅍ","ㅡ","","ㄹ","ㅗ","","ㄱ","ㅡ","","ㄹ","ㅐ","ㅁ","tsasp","sg","light","son","sg","light","lax","sg","light","son","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","스파르타","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅍ","ㅏ","","ㄹ","ㅡ","","ㅌ","ㅏ","","fri","sg","light","tsasp","sg","light","son","sg","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","네덜란드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄴ","ㅔ","","ㄷ","ㅓ","ㄹ","ㄹ","ㅏ","ㄴ","ㄷ","ㅡ","","son","sg","light","lax","sg","son","son","sg","son","lax","sg","light","0110",0,1,1,0,"011","01","light","heavy","heavy","light",4,"light-heavy-heavy","light-heavy","X-heavy-heavy","light-heavy-heavy-light"
"JBS","블라인드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅇ","ㅣ","ㄴ","ㄷ","ㅡ","","lax","sg","son","son","sg","light","son","","son","lax","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","플레이어","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅡ","ㄹ","ㄹ","ㅔ","","ㅇ","ㅣ","","ㅇ","ㅓ","","tsasp","sg","son","son","sg","light","son","","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","스태미너","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅌ","ㅐ","","ㅁ","ㅣ","","ㄴ","ㅓ","","fri","sg","light","tsasp","sg","light","son","","light","son","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","노이로제","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄴ","ㅗ","","ㅇ","ㅣ","","ㄹ","ㅗ","","ㅈ","ㅔ","","son","sg","light","son","","light","son","sg","light","lax","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","엔지니어","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅇ","ㅔ","ㄴ","ㅈ","ㅣ","","ㄴ","ㅣ","","ㅇ","ㅓ","","son","sg","son","lax","","light","son","","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","오리지날","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅗ","","ㄹ","ㅣ","","ㅈ","ㅣ","","ㄴ","ㅏ","ㄹ","son","sg","light","son","","light","lax","","light","son","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","나프탈렌","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㄴ","ㅏ","","ㅍ","ㅡ","","ㅌ","ㅏ","ㄹ","ㄹ","ㅔ","ㄴ","son","sg","light","tsasp","sg","light","tsasp","sg","son","son","sg","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","뉴질랜드","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄴ","ㅠ","","ㅈ","ㅣ","ㄹ","ㄹ","ㅐ","ㄴ","ㄷ","ㅡ","","son","dp","light","lax","","son","son","sg","son","lax","sg","light","0110",0,1,1,0,"011","01","light","heavy","heavy","light",4,"light-heavy-heavy","light-heavy","X-heavy-heavy","light-heavy-heavy-light"
"JBS","크리스찬","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅡ","","ㄹ","ㅣ","","ㅅ","ㅡ","","ㅊ","ㅏ","ㄴ","tsasp","sg","light","son","","light","fri","sg","light","tsasp","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","슬라이딩","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅅ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅇ","ㅣ","","ㄷ","ㅣ","ㅇ","fri","sg","son","son","sg","light","son","","light","lax","","son","1001",1,0,0,1,"100","10","heavy","light","light","heavy",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-heavy"
"JBS","아나운서","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㄴ","ㅏ","","ㅇ","ㅜ","ㄴ","ㅅ","ㅓ","","son","sg","light","son","sg","light","son","sg","son","fri","sg","light","0010",0,0,1,0,"001","00","light","light","heavy","light",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-light"
"JBS","싱가포르","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅅ","ㅣ","ㅇ","ㄱ","ㅏ","","ㅍ","ㅗ","","ㄹ","ㅡ","","fri","","son","lax","sg","light","tsasp","sg","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","컨테이너","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅓ","ㄴ","ㅌ","ㅔ","","ㅇ","ㅣ","","ㄴ","ㅓ","","tsasp","sg","son","tsasp","sg","light","son","","light","son","sg","light","1000",1,0,0,0,"100","10","heavy","light","light","light",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-light"
"JBS","싸이클링","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅆ","ㅏ","","ㅇ","ㅣ","","ㅋ","ㅡ","ㄹ","ㄹ","ㅣ","ㅇ","fri","sg","light","son","","light","tsasp","sg","son","son","","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","컨설턴트","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅋ","ㅓ","ㄴ","ㅅ","ㅓ","ㄹ","ㅌ","ㅓ","ㄴ","ㅌ","ㅡ","","tsasp","sg","son","fri","sg","son","tsasp","sg","son","tsasp","sg","light","1110",1,1,1,0,"111","11","heavy","heavy","heavy","light",8,"heavy-heavy-heavy","heavy-heavy","X-heavy-heavy","heavy-heavy-heavy-light"
"JBS","드라이브","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄷ","ㅡ","","ㄹ","ㅏ","","ㅇ","ㅣ","","ㅂ","ㅡ","","lax","sg","light","son","sg","light","son","","light","lax","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","헤밍웨이","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅎ","ㅔ","","ㅁ","ㅣ","ㅇ","ㅇ","ㅞ","","ㅇ","ㅣ","","fri","sg","light","son","","son","son","dp","light","son","","light","0100",0,1,0,0,"010","01","light","heavy","light","light",3,"light-heavy-light","light-heavy","X-heavy-light","light-heavy-light-light"
"JBS","페니실린","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅔ","","ㄴ","ㅣ","","ㅅ","ㅣ","ㄹ","ㄹ","ㅣ","ㄴ","tsasp","sg","light","son","","light","fri","","son","son","","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","바이올린","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅏ","","ㅇ","ㅣ","","ㅇ","ㅗ","ㄹ","ㄹ","ㅣ","ㄴ","lax","sg","light","son","","light","son","sg","son","son","","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","살모넬라","","","외래어4","1","","","부산",60,"여",4,"ㅅ","ㅏ","ㄹ","ㅁ","ㅗ","","ㄴ","ㅔ","ㄹ","ㄹ","ㅏ","","fri","sg","son","son","sg","light","son","sg","son","son","sg","light","1010",1,0,1,0,"101","10","heavy","light","heavy","light",6,"heavy-light-heavy","heavy-light","X-light-heavy","heavy-light-heavy-light"
"JBS","마그네슘","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅁ","ㅏ","","ㄱ","ㅡ","","ㄴ","ㅔ","","ㅅ","ㅠ","ㅁ","son","sg","light","lax","sg","light","son","sg","light","fri","dp","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","아스피린","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅏ","","ㅅ","ㅡ","","ㅍ","ㅣ","","ㄹ","ㅣ","ㄴ","son","sg","light","fri","sg","light","tsasp","","light","son","","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","클라리넷","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅡ","ㄹ","ㄹ","ㅏ","","ㄹ","ㅣ","","ㄴ","ㅔ","ㅅ","tsasp","sg","son","son","sg","light","son","","light","son","sg","obs","1001",1,0,0,1,"100","10","heavy","light","light","heavy",5,"heavy-light-light","heavy-light","X-light-light","heavy-light-light-heavy"
"JBS","트위스트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅌ","ㅡ","","ㅇ","ㅟ","","ㅅ","ㅡ","","ㅌ","ㅡ","","tsasp","sg","light","son","dp","light","fri","sg","light","tsasp","sg","light","0000",0,0,0,0,"000","00","light","light","light","light",1,"light-light-light","light-light","X-light-light","light-light-light-light"
"JBS","크리스탈","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅡ","","ㄹ","ㅣ","","ㅅ","ㅡ","","ㅌ","ㅏ","ㄹ","tsasp","sg","light","son","","light","fri","sg","light","tsasp","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","이스라엘","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅣ","","ㅅ","ㅡ","","ㄹ","ㅏ","","ㅇ","ㅔ","ㄹ","son","","light","fri","sg","light","son","sg","light","son","sg","son","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","다이나믹","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㄷ","ㅏ","","ㅇ","ㅣ","","ㄴ","ㅏ","","ㅁ","ㅣ","ㄱ","lax","sg","light","son","","light","son","sg","light","son","","obs","0001",0,0,0,1,"000","00","light","light","light","heavy",1,"light-light-light","light-light","X-light-light","light-light-light-heavy"
"JBS","플랑크톤","","","외래어4","1","","","부산",60,"여",4,"ㅍ","ㅡ","ㄹ","ㄹ","ㅏ","ㅇ","ㅋ","ㅡ","","ㅌ","ㅗ","ㄴ","tsasp","sg","son","son","sg","son","tsasp","sg","light","tsasp","sg","son","1101",1,1,0,1,"110","11","heavy","heavy","light","heavy",7,"heavy-heavy-light","heavy-heavy","X-heavy-light","heavy-heavy-light-heavy"
"JBS","예루살렘","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅖ","","ㄹ","ㅜ","","ㅅ","ㅏ","ㄹ","ㄹ","ㅔ","ㅁ","son","dp","light","son","sg","light","fri","sg","son","son","sg","son","0011",0,0,1,1,"001","00","light","light","heavy","heavy",2,"light-light-heavy","light-light","X-light-heavy","light-light-heavy-heavy"
"JBS","카운셀링","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅏ","","ㅇ","ㅜ","ㄴ","ㅅ","ㅔ","ㄹ","ㄹ","ㅣ","ㅇ","tsasp","sg","light","son","sg","son","fri","sg","son","son","","son","0111",0,1,1,1,"011","01","light","heavy","heavy","heavy",4,"light-heavy-heavy","light-heavy","X-heavy-heavy","light-heavy-heavy-heavy"
"JBS","나폴레옹","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄴ","ㅏ","","ㅍ","ㅗ","ㄹ","ㄹ","ㅔ","","ㅇ","ㅗ","ㅇ","son","sg","light","tsasp","sg","son","son","sg","light","son","sg","son","0101",0,1,0,1,"010","01","light","heavy","light","heavy",3,"light-heavy-light","light-heavy","X-heavy-light","light-heavy-light-heavy"
